Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
5,4,269,3,15,2600,1,0,0,0,1,0,0,1,0,0,0,1
3,2,213,6,10,3000,1,1,0,0,0,0,0,0,1,0,0,1
5,3,263,4,23,3000,1,0,0,1,0,0,0,0,1,0,0,1
5,1,142,4,2,4800,1,1,0,0,0,0,0,1,0,0,0,1
4,2,134,3,38,1400,1,0,0,0,0,1,0,0,1,1,0,0
5,4,267,3,10,5300,0,0,0,1,0,0,0,0,1,0,0,1
3,2,164,2,10,4500,1,0,0,0,1,0,0,0,1,0,0,1
3,3,178,2,10,1800,1,0,0,0,0,1,0,0,1,0,0,1
3,1,166,3,9,4500,0,0,0,0,0,1,0,0,1,0,0,1
3,5,222,2,9,1400,0,0,0,0,0,1,0,0,1,1,0,0
3,1,268,3,10,2500,1,0,0,1,0,0,0,0,1,1,0,0
4,5,232,3,32,3300,1,0,0,0,0,1,1,0,0,0,0,1
6,5,278,4,10,1200,0,0,0,0,1,0,0,1,0,0,0,1
3,1,141,2,10,1300,1,0,0,0,0,1,0,0,1,1,0,0
5,5,140,8,10,4800,1,0,0,0,0,1,0,0,1,0,0,1
4,1,241,4,5,5100,0,1,0,0,0,0,0,0,1,0,0,1
5,1,105,6,62,3000,1,1,0,0,0,0,0,0,1,0,0,1
4,3,197,5,10,4300,1,0,0,0,0,1,1,0,0,1,0,0
4,1,160,4,1,5800,1,0,0,0,0,1,0,1,0,0,0,1
3,5,193,3,10,5900,0,0,1,0,0,0,0,0,1,0,0,1
5,4,231,3,39,3800,1,0,0,0,1,0,0,0,1,0,0,1
3,4,195,4,10,4100,0,0,0,0,0,1,0,0,1,0,0,1
5,1,237,4,10,2700,1,0,0,0,0,1,0,0,1,1,0,0
7,2,305,4,7,1900,0,0,0,0,0,1,0,0,1,0,0,1
5,2,189,6,10,3000,0,0,0,1,0,0,0,0,1,1,0,0
5,3,210,6,10,4300,1,0,0,1,0,0,0,0,1,1,0,0
4,4,140,8,2,5500,0,0,0,1,0,0,0,0,1,0,0,1
4,5,221,10,10,4700,0,0,0,1,0,0,0,0,1,0,1,0
6,4,138,3,10,4300,0,0,0,0,1,0,0,0,1,0,0,1
2,3,226,3,8,5200,1,0,1,0,0,0,0,0,1,0,0,1
6,1,253,4,10,2000,0,0,0,0,0,1,0,1,0,1,0,0
4,3,151,3,10,4100,1,0,1,0,0,0,0,0,1,0,0,1
7,4,309,4,10,1900,0,0,0,0,1,0,0,0,1,1,0,0
4,4,255,2,29,2300,1,0,0,0,0,1,0,0,1,0,0,1
3,5,152,4,10,4900,0,0,0,0,0,1,0,0,1,0,0,1
3,4,186,2,9,5900,0,0,0,0,0,1,0,0,1,0,0,1
3,5,224,2,10,3900,1,0,0,0,0,1,0,0,1,1,0,0
5,5,136,2,4,5600,0,0,0,1,0,0,0,0,1,0,0,1
3,1,224,4,45,3700,1,0,0,0,1,0,0,1,0,1,0,0
3,1,244,3,1,5700,1,0,1,0,0,0,0,0,1,0,0,1
5,1,252,3,2,4400,0,0,0,0,0,1,0,0,1,0,0,1
5,2,222,3,10,5700,1,0,0,1,0,0,0,1,0,0,0,1
3,2,111,2,4,4300,1,0,0,0,1,0,0,0,1,1,0,0
5,1,189,3,14,3000,1,0,0,0,1,0,1,0,0,0,0,1
5,2,248,8,10,4600,0,1,0,0,0,0,0,0,1,1,0,0
3,2,214,4,10,1400,1,0,0,1,0,0,0,0,1,0,0,1
3,4,202,5,10,4700,0,0,0,0,1,0,0,1,0,0,1,0
6,3,241,6,8,3900,1,1,0,0,0,0,0,1,0,0,1,0
5,1,152,3,10,1500,1,0,0,0,0,1,0,0,1,0,1,0
5,4,231,6,3,1100,0,0,1,0,0,0,0,0,1,0,0,1
4,5,174,2,10,5800,0,0,0,0,0,1,0,0,1,1,0,0
5,2,146,3,10,4800,0,1,0,0,0,0,0,0,1,1,0,0
5,3,222,6,10,1700,0,0,0,0,1,0,0,1,0,1,0,0
5,5,272,2,4,5400,0,0,0,0,0,1,0,1,0,1,0,0
3,2,182,2,10,4400,1,0,0,0,1,0,0,0,1,1,0,0
5,4,181,3,10,5300,1,0,0,0,0,1,1,0,0,1,0,0
2,2,173,4,10,1600,1,0,0,1,0,0,0,0,1,0,0,1
5,5,242,2,10,4900,1,0,0,0,0,1,0,0,1,0,0,1
5,2,294,4,10,1300,1,1,0,0,0,0,0,0,1,1,0,0
4,5,139,4,10,1300,1,0,0,0,0,1,0,0,1,0,0,1
3,3,198,2,10,5000,1,0,0,0,0,1,0,0,1,1,0,0
5,2,203,4,10,5300,1,0,0,0,0,1,1,0,0,1,0,0
4,1,269,3,7,5300,1,0,0,1,0,0,0,0,1,1,0,0
6,2,269,4,3,1700,0,1,0,0,0,0,0,0,1,0,0,1
5,1,232,3,10,1100,1,0,1,0,0,0,0,0,1,1,0,0
5,1,255,4,9,3000,1,0,0,0,1,0,1,0,0,0,0,1
5,1,161,2,10,3000,1,0,0,1,0,0,1,0,0,0,1,0
5,5,141,2,1,4400,1,0,0,1,0,0,0,0,1,1,0,0
3,3,208,5,10,4300,0,0,0,0,1,0,0,0,1,1,0,0
7,1,301,4,6,1100,1,0,0,0,0,1,0,0,1,1,0,0
5,3,197,2,10,3400,1,0,0,0,1,0,0,0,1,1,0,0
4,3,178,3,10,4500,1,1,0,0,0,0,0,0,1,0,0,1
5,3,270,5,9,1800,1,0,1,0,0,0,0,1,0,0,0,1
5,2,130,4,1,1900,0,0,0,0,0,1,1,0,0,0,0,1
3,5,286,6,8,4800,0,0,0,0,1,0,0,0,1,0,1,0
5,3,269,2,10,4200,0,0,0,0,1,0,0,0,1,0,0,1
3,4,254,3,6,5800,0,1,0,0,0,0,0,0,1,0,0,1
4,4,259,2,10,2200,1,0,0,1,0,0,0,0,1,0,0,1
4,5,160,3,10,3000,1,0,0,0,0,1,0,0,1,0,0,1
5,2,236,4,10,3700,1,0,0,0,1,0,0,1,0,1,0,0
3,3,250,5,10,3000,1,0,0,1,0,0,0,0,1,0,0,1
2,4,226,3,10,4100,1,0,0,0,0,1,0,0,1,1,0,0
3,2,197,4,1,5300,1,0,0,0,0,1,0,0,1,0,0,1
5,2,223,3,10,1300,1,0,1,0,0,0,0,0,1,0,0,1
3,4,242,10,5,4200,0,1,0,0,0,0,0,0,1,0,1,0
5,4,189,3,10,5500,0,0,0,0,0,1,0,0,1,0,1,0
3,3,183,3,10,3000,0,0,0,0,0,1,0,0,1,1,0,0
3,1,185,4,10,4400,0,0,0,1,0,0,1,0,0,0,0,1
5,5,169,4,10,4300,0,0,0,0,1,0,0,0,1,1,0,0
3,2,208,4,52,2900,1,0,0,1,0,0,0,0,1,0,0,1
5,5,148,8,10,5700,0,1,0,0,0,0,0,1,0,0,0,1
4,1,161,2,41,2000,1,0,0,0,1,0,0,0,1,0,1,0
4,2,236,3,4,3000,0,0,0,0,0,1,0,0,1,1,0,0
4,1,158,3,32,1100,1,0,1,0,0,0,0,1,0,1,0,0
3,5,243,3,4,3200,1,0,1,0,0,0,0,0,1,0,0,1
4,3,262,4,2,4800,1,0,0,1,0,0,1,0,0,0,1,0
3,2,201,4,10,5600,0,0,0,0,1,0,0,0,1,0,0,1
4,1,207,2,10,3300,1,0,0,0,0,1,0,1,0,1,0,0
2,1,222,2,58,3700,1,0,0,0,0,1,0,0,1,0,0,1
2,5,148,3,11,1600,1,0,0,0,0,1,0,0,1,0,1,0
4,2,268,3,1,5000,0,0,0,1,0,0,0,1,0,0,0,1
4,4,229,2,45,3800,1,0,1,0,0,0,1,0,0,0,0,1
4,2,199,3,23,3000,1,0,1,0,0,0,1,0,0,1,0,0
4,4,164,4,1,4400,1,0,0,0,0,1,0,1,0,0,0,1
5,5,226,3,50,2400,1,0,0,0,0,1,0,0,1,1,0,0
4,2,156,3,1,5400,0,0,0,1,0,0,0,0,1,1,0,0
5,5,254,5,2,4500,0,0,0,1,0,0,0,0,1,1,0,0
3,2,145,2,10,4500,0,0,0,0,0,1,0,1,0,1,0,0
4,5,150,3,5,4600,0,1,0,0,0,0,0,0,1,1,0,0
5,5,132,4,10,4400,1,0,0,0,0,1,0,0,1,1,0,0
5,1,137,3,10,4600,0,0,0,0,0,1,1,0,0,1,0,0
3,2,199,3,10,5800,1,0,0,0,0,1,0,0,1,0,0,1
2,2,148,3,35,1400,1,0,1,0,0,0,0,1,0,0,1,0
7,1,276,4,8,1600,1,0,0,0,0,1,0,1,0,1,0,0
5,1,146,3,10,1800,1,0,0,0,0,1,0,0,1,0,0,1
3,1,139,3,4,4700,0,1,0,0,0,0,0,1,0,1,0,0
6,2,286,4,10,3000,1,0,0,1,0,0,0,1,0,1,0,0
4,3,254,4,10,4500,0,0,0,0,0,1,0,0,1,1,0,0
4,1,256,4,10,5400,0,1,0,0,0,0,0,0,1,0,0,1
5,1,138,2,28,1600,1,0,1,0,0,0,0,0,1,1,0,0
3,5,262,2,10,3300,1,0,1,0,0,0,0,0,1,0,0,1
3,3,148,2,10,2000,1,0,1,0,0,0,0,0,1,1,0,0
6,5,290,4,10,1900,1,1,0,0,0,0,0,0,1,0,0,1
4,3,200,4,10,5200,0,0,0,0,0,1,0,0,1,0,0,1
4,3,258,4,10,3000,0,0,0,0,1,0,0,0,1,1,0,0
4,3,170,2,3,4600,1,0,0,0,1,0,0,0,1,1,0,0
3,3,152,2,32,1700,1,0,0,0,0,1,0,0,1,1,0,0
4,5,227,5,10,1900,1,0,1,0,0,0,0,0,1,1,0,0
4,3,174,3,10,1600,1,0,0,0,1,0,0,0,1,1,0,0
3,3,239,6,7,4600,1,0,0,0,1,0,0,0,1,1,0,0
3,5,197,3,2,4100,1,0,0,0,1,0,0,0,1,0,0,1
6,5,301,4,10,1800,1,0,1,0,0,0,0,0,1,1,0,0
3,3,240,3,4,5100,1,0,0,0,0,1,0,0,1,1,0,0
5,4,258,4,8,4200,0,0,1,0,0,0,0,0,1,1,0,0
2,5,157,6,17,1800,1,0,1,0,0,0,1,0,0,0,1,0
3,5,222,4,9,4300,0,1,0,0,0,0,0,0,1,0,0,1
2,2,237,5,6,4700,1,0,0,0,1,0,0,0,1,1,0,0
3,1,165,3,1,1500,1,1,0,0,0,0,0,0,1,1,0,0
4,5,252,2,10,4200,1,0,0,0,0,1,0,1,0,0,1,0
4,2,242,4,6,4700,0,0,1,0,0,0,0,0,1,0,0,1
5,3,133,2,10,4200,0,0,0,0,0,1,0,0,1,1,0,0
5,1,184,2,31,3200,1,0,0,0,1,0,1,0,0,1,0,0
4,3,202,3,35,4000,1,0,1,0,0,0,0,0,1,0,0,1
4,5,156,2,8,5900,0,0,0,0,0,1,0,0,1,0,0,1
4,1,242,3,10,3700,1,0,1,0,0,0,0,0,1,0,0,1
5,2,225,4,29,2500,1,0,0,0,1,0,0,1,0,0,0,1
4,5,270,2,10,2900,1,0,0,1,0,0,0,0,1,1,0,0
4,5,180,3,10,5100,0,0,0,0,1,0,0,1,0,0,0,1
4,3,253,5,10,1400,1,0,0,0,0,1,0,0,1,1,0,0
3,3,161,3,24,2000,1,0,0,0,0,1,1,0,0,1,0,0
3,4,175,2,10,3000,1,0,0,1,0,0,0,0,1,0,0,1
3,2,170,2,2,4300,1,0,1,0,0,0,0,1,0,1,0,0
4,4,226,6,10,1400,0,0,1,0,0,0,0,0,1,1,0,0
5,3,262,4,1,1400,1,0,0,1,0,0,0,0,1,1,0,0
5,5,134,2,10,1800,1,1,0,0,0,0,0,0,1,0,0,1
2,1,154,3,4,5100,0,0,0,0,1,0,0,1,0,0,0,1
5,2,233,7,5,5400,0,1,0,0,0,0,0,1,0,0,0,1
2,5,181,5,5,1100,0,0,0,1,0,0,0,0,1,0,0,1
4,2,228,3,4,4300,0,1,0,0,0,0,0,0,1,0,0,1
6,1,215,4,1,4600,1,0,0,1,0,0,1,0,0,1,0,0
3,4,148,5,10,1600,1,0,0,0,0,1,0,0,1,0,0,1
4,2,161,3,8,4400,0,0,0,0,0,1,0,0,1,1,0,0
3,5,173,2,14,1700,1,0,0,0,0,1,1,0,0,1,0,0
4,3,223,3,9,5900,0,0,0,0,1,0,0,0,1,0,0,1
3,2,225,3,10,5600,0,0,0,1,0,0,0,0,1,1,0,0
3,2,166,2,6,4800,0,0,1,0,0,0,0,0,1,0,0,1
3,3,200,3,4,3800,1,0,0,1,0,0,0,0,1,1,0,0
5,5,255,4,10,2100,1,0,0,1,0,0,1,0,0,1,0,0
6,1,246,4,10,1600,1,0,0,1,0,0,0,1,0,0,0,1
4,2,184,4,10,6000,0,0,0,0,0,1,0,0,1,0,0,1
4,5,246,6,64,2300,1,0,0,0,0,1,0,0,1,1,0,0
5,1,258,4,10,3800,1,0,0,0,0,1,0,0,1,0,0,1
5,4,263,2,8,5000,0,0,0,0,1,0,0,0,1,0,1,0
5,5,289,4,10,1400,0,1,0,0,0,0,1,0,0,1,0,0
4,5,247,5,9,1500,0,1,0,0,0,0,0,0,1,1,0,0
4,4,209,3,52,2800,1,0,0,0,1,0,0,1,0,0,0,1
3,5,170,3,10,5100,0,0,0,0,0,1,0,1,0,1,0,0
3,4,172,10,10,4900,0,0,1,0,0,0,0,1,0,0,1,0
4,3,191,3,45,3800,1,0,0,0,1,0,0,0,1,0,1,0
3,3,148,5,61,1500,1,0,1,0,0,0,0,0,1,0,0,1
5,4,177,2,10,5700,1,0,0,0,1,0,0,0,1,1,0,0
5,3,208,3,10,3900,1,0,0,0,0,1,0,0,1,0,0,1
5,3,277,3,1,3000,1,0,0,0,0,1,0,1,0,0,0,1
5,1,275,3,7,5400,1,0,1,0,0,0,0,0,1,0,0,1
4,2,137,2,2,5900,1,1,0,0,0,0,0,0,1,0,0,1
2,5,190,8,10,3000,1,0,0,1,0,0,0,0,1,0,0,1
4,4,282,6,52,3100,1,0,0,0,0,1,0,0,1,0,0,1
3,3,199,3,10,4100,1,0,0,0,1,0,1,0,0,0,0,1
3,2,163,3,10,4400,0,0,0,1,0,0,0,0,1,0,0,1
5,3,243,3,10,4600,1,0,0,0,0,1,0,0,1,0,0,1
5,2,266,10,9,4800,1,0,0,1,0,0,0,0,1,0,1,0
3,4,190,7,51,2400,1,0,0,0,1,0,0,0,1,0,0,1
5,1,206,3,28,3000,1,0,0,0,0,1,0,0,1,0,0,1
4,3,254,5,10,1300,0,0,0,0,0,1,0,0,1,1,0,0
5,1,217,3,10,2700,1,0,0,0,0,1,0,0,1,0,0,1
3,4,140,2,48,1200,1,0,0,0,1,0,0,0,1,0,0,1
3,1,220,3,6,5400,0,0,0,1,0,0,0,0,1,0,0,1
4,5,154,3,9,5300,0,1,0,0,0,0,1,0,0,0,0,1
4,5,145,4,2,4700,1,1,0,0,0,0,0,0,1,1,0,0
4,1,252,3,10,2700,1,0,0,0,1,0,0,0,1,0,0,1
4,2,223,3,10,4300,0,0,0,0,0,1,0,0,1,0,1,0
3,2,219,3,6,4400,1,0,0,0,0,1,1,0,0,1,0,0
4,2,136,3,65,2000,1,0,0,0,1,0,1,0,0,1,0,0
3,3,218,2,10,2100,1,0,0,0,1,0,0,1,0,0,0,1
5,2,246,5,10,1100,1,1,0,0,0,0,0,0,1,1,0,0
5,1,217,2,9,4400,0,0,0,0,0,1,0,1,0,1,0,0
4,3,198,7,10,5400,0,0,1,0,0,0,0,0,1,0,0,1
4,5,187,2,10,4400,1,0,0,0,0,1,1,0,0,1,0,0
3,3,157,4,2,5800,1,0,0,1,0,0,0,0,1,1,0,0
3,4,148,4,10,4300,0,0,0,0,0,1,0,0,1,0,1,0
6,5,298,4,5,1900,0,1,0,0,0,0,0,0,1,0,0,1
4,2,197,2,1,5000,0,0,0,0,0,1,0,0,1,1,0,0
5,4,197,4,40,3400,1,0,0,0,0,1,1,0,0,1,0,0
3,3,162,3,10,2000,1,0,0,0,0,1,0,0,1,0,0,1
2,4,274,4,10,4200,1,0,0,0,0,1,1,0,0,0,1,0
2,1,163,4,10,1200,1,0,0,0,0,1,0,0,1,0,0,1
5,1,198,2,10,3100,1,0,0,0,0,1,1,0,0,0,0,1
7,4,270,4,5,1800,0,0,0,0,0,1,0,0,1,0,0,1
5,2,142,10,10,4300,1,0,0,1,0,0,0,0,1,0,1,0
4,3,169,6,10,6000,1,1,0,0,0,0,1,0,0,0,0,1
5,5,182,4,9,5400,0,0,0,0,1,0,0,0,1,1,0,0
7,3,295,4,10,1300,0,0,0,0,1,0,1,0,0,1,0,0
4,5,234,2,1,4500,1,0,0,0,0,1,0,1,0,0,0,1
3,2,255,2,18,3800,1,1,0,0,0,0,0,0,1,1,0,0
5,3,176,3,14,1800,1,1,0,0,0,0,1,0,0,0,0,1
4,4,164,2,10,2000,1,0,0,0,1,0,0,1,0,1,0,0
5,2,245,3,61,2200,1,0,0,0,1,0,0,1,0,1,0,0
3,1,171,2,34,2000,1,1,0,0,0,0,0,0,1,1,0,0
3,5,175,4,40,1500,1,0,0,1,0,0,0,0,1,1,0,0
4,2,238,2,9,5000,0,1,0,0,0,0,1,0,0,0,0,1
5,2,269,5,10,1200,1,1,0,0,0,0,0,0,1,0,0,1
3,5,143,2,10,4300,0,1,0,0,0,0,0,0,1,1,0,0
4,5,189,4,6,5500,1,0,1,0,0,0,0,0,1,0,0,1
4,2,158,4,10,4900,0,0,0,1,0,0,0,0,1,0,0,1
5,3,248,5,10,1100,0,0,1,0,0,0,1,0,0,1,0,0
5,1,186,10,64,2600,1,0,0,0,0,1,0,0,1,1,0,0
4,5,237,5,10,1400,1,0,0,0,0,1,0,0,1,1,0,0
3,4,134,3,9,4300,1,0,0,0,1,0,0,1,0,0,0,1
4,2,265,4,10,4300,1,0,0,0,0,1,0,0,1,0,0,1
5,3,274,3,10,1300,0,0,0,0,1,0,1,0,0,0,0,1
3,1,182,2,10,5600,1,0,0,0,0,1,0,0,1,1,0,0
5,2,121,5,10,4800,0,0,0,1,0,0,0,0,1,0,0,1
5,3,143,3,6,4800,1,0,0,1,0,0,0,0,1,1,0,0
4,2,190,5,38,3100,1,0,1,0,0,0,0,0,1,0,1,0
5,1,274,4,10,2100,1,1,0,0,0,0,1,0,0,0,0,1
3,5,265,10,6,4400,0,1,0,0,0,0,1,0,0,1,0,0
5,5,259,3,10,4400,0,0,0,1,0,0,0,1,0,0,0,1
3,3,112,4,10,5800,1,0,0,0,0,1,0,0,1,1,0,0
4,4,207,10,1,4700,0,0,1,0,0,0,0,0,1,1,0,0
3,5,125,2,2,4200,1,0,0,0,0,1,1,0,0,1,0,0
2,3,128,2,10,1600,1,0,0,0,1,0,0,1,0,0,0,1
2,1,178,3,6,1200,1,0,0,0,0,1,0,1,0,1,0,0
6,1,232,5,10,4400,0,1,0,0,0,0,0,0,1,0,1,0
4,1,102,4,10,4200,0,0,0,0,0,1,1,0,0,0,0,1
3,5,268,4,10,2900,1,0,0,0,1,0,0,1,0,0,1,0
5,1,193,6,4,6000,0,0,0,0,0,1,0,0,1,0,0,1
5,1,132,4,10,5500,0,1,0,0,0,0,0,0,1,0,0,1
3,2,226,3,11,3800,1,0,0,0,1,0,0,0,1,1,0,0
3,2,209,2,10,5800,0,0,0,0,0,1,0,0,1,1,0,0
5,4,97,3,10,4600,0,0,0,0,0,1,1,0,0,0,0,1
5,4,231,5,10,1300,0,1,0,0,0,0,0,0,1,1,0,0
4,5,156,3,10,1900,1,0,0,0,0,1,0,0,1,1,0,0
5,2,184,4,10,4200,1,1,0,0,0,0,1,0,0,1,0,0
4,2,204,3,10,3900,1,0,1,0,0,0,0,0,1,0,0,1
3,4,200,3,7,5400,0,0,0,0,0,1,0,1,0,1,0,0
3,3,249,3,55,3400,1,0,0,0,0,1,0,0,1,1,0,0
3,4,186,4,10,5600,1,0,0,0,0,1,0,0,1,0,0,1
4,2,194,8,10,6000,0,0,0,0,0,1,0,0,1,0,0,1
3,3,232,2,10,5600,1,0,0,1,0,0,0,0,1,0,0,1
6,3,178,5,10,3000,0,0,0,0,0,1,0,0,1,1,0,0
3,1,211,3,1,4900,1,0,0,1,0,0,0,0,1,0,0,1
5,5,266,5,7,1500,0,0,0,0,0,1,0,0,1,0,0,1
5,3,123,5,10,4300,0,0,0,1,0,0,1,0,0,0,0,1
6,3,136,3,10,3000,0,0,0,0,0,1,0,0,1,1,0,0
3,1,160,2,10,5700,1,0,0,0,0,1,0,1,0,1,0,0
3,5,274,3,3,5200,0,0,1,0,0,0,0,0,1,1,0,0
4,3,203,2,10,5600,0,0,1,0,0,0,0,0,1,1,0,0
5,1,307,4,10,2000,0,0,0,0,0,1,0,0,1,1,0,0
4,4,140,3,4,1500,1,0,0,1,0,0,1,0,0,0,0,1
4,1,144,4,8,5000,0,1,0,0,0,0,0,0,1,1,0,0
4,2,273,2,10,5700,1,0,0,1,0,0,0,0,1,1,0,0
4,3,163,4,52,1900,1,0,0,0,0,1,0,0,1,1,0,0
5,3,164,4,10,4300,0,0,0,0,0,1,0,0,1,0,0,1
5,4,271,6,3,5300,0,0,0,0,1,0,0,1,0,0,1,0
5,3,212,4,28,2500,1,0,0,0,0,1,0,0,1,1,0,0
5,4,259,5,4,2000,1,0,0,0,1,0,0,0,1,1,0,0
5,3,262,5,10,1200,1,0,1,0,0,0,0,0,1,1,0,0
5,2,265,3,8,5500,1,0,0,1,0,0,0,0,1,1,0,0
6,3,266,4,10,1600,0,1,0,0,0,0,1,0,0,0,0,1
3,4,267,4,9,6000,0,0,0,1,0,0,0,0,1,1,0,0
3,1,149,3,10,6000,1,1,0,0,0,0,0,1,0,0,0,1
4,5,233,4,10,4800,1,0,1,0,0,0,0,0,1,1,0,0
5,3,243,5,9,1400,1,0,0,1,0,0,0,0,1,1,0,0
5,1,152,2,2,4200,0,0,0,0,1,0,0,0,1,0,0,1
3,3,149,4,10,5300,0,0,0,0,1,0,0,0,1,1,0,0
3,1,181,3,10,3300,1,0,0,0,0,1,0,0,1,0,0,1
4,5,159,2,10,5700,0,0,0,0,0,1,1,0,0,1,0,0
4,4,249,10,10,4200,0,0,0,1,0,0,0,0,1,0,0,1
5,3,230,3,3,3000,1,0,1,0,0,0,0,0,1,0,0,1
4,3,237,4,22,3000,1,0,0,0,0,1,0,1,0,0,0,1
4,4,154,3,10,4200,1,1,0,0,0,0,0,0,1,1,0,0
4,1,200,4,10,5900,0,1,0,0,0,0,0,0,1,0,0,1
