Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
5.0,5,254,5.0,2,4500,0,0,0,1,0,0,0,0,1,1,0,0
3.0,2,145,2.0,10,4500,0,0,0,0,0,1,0,1,0,1,0,0
4.0,5,150,1.0,5,4600,0,1,0,0,0,0,0,0,1,1,0,0
5.0,5,132,3.0,10,4400,1,0,0,0,0,1,0,0,1,1,0,0
5.0,1,137,1.0,10,4600,0,0,0,0,0,1,1,0,0,1,0,0
3.0,2,199,3.0,10,5800,1,0,0,0,0,1,0,0,1,0,0,1
2.0,2,148,3.0,35,1400,1,0,1,0,0,0,0,1,0,0,1,0
7.0,1,276,4.0,8,1600,1,0,0,0,0,1,0,1,0,1,0,0
0.0,1,146,3.0,10,1800,1,0,0,0,0,1,0,0,1,0,0,1
3.0,1,139,3.0,4,4700,0,1,0,0,0,0,0,1,0,1,0,0
6.0,2,286,4.0,10,3000,1,0,0,1,0,0,0,1,0,1,0,0
4.0,3,254,4.0,10,4500,0,0,0,0,0,1,0,0,1,1,0,0
4.0,1,256,4.0,10,5400,0,1,0,0,0,0,0,0,1,0,0,1
0.0,1,138,2.0,28,1600,1,0,1,0,0,0,0,0,1,1,0,0
3.0,5,262,2.0,10,3300,1,0,1,0,0,0,0,0,1,0,0,1
3.0,3,148,2.0,10,2000,1,0,1,0,0,0,0,0,1,1,0,0
6.0,5,290,3.0,10,1900,1,1,0,0,0,0,0,0,1,0,0,1
4.0,3,200,3.0,10,5200,0,0,0,0,0,1,0,0,1,0,0,1
4.0,3,258,3.0,10,3000,0,0,0,0,1,0,0,0,1,1,0,0
4.0,3,170,2.0,3,4600,1,0,0,0,1,0,0,0,1,1,0,0
3.0,3,152,2.0,32,1700,1,0,0,0,0,1,0,0,1,1,0,0
4.0,5,227,5.0,10,1900,1,0,1,0,0,0,0,0,1,1,0,0
0.0,3,174,3.0,10,1600,1,0,0,0,1,0,0,0,1,1,0,0
3.0,3,239,6.0,7,4600,1,0,0,0,1,0,0,0,1,1,0,0
3.0,5,197,3.0,2,4100,1,0,0,0,1,0,0,0,1,0,0,1
6.0,5,301,4.0,10,1800,1,0,1,0,0,0,0,0,1,1,0,0
3.0,3,240,3.0,4,5100,1,0,0,0,0,1,0,0,1,1,0,0
5.0,4,258,3.0,8,4200,0,0,1,0,0,0,0,0,1,1,0,0
2.0,5,157,6.0,17,1800,1,0,1,0,0,0,1,0,0,0,1,0
3.0,5,222,4.0,9,4300,0,1,0,0,0,0,0,0,1,0,0,1
2.0,2,237,5.0,6,4700,1,0,0,0,1,0,0,0,1,1,0,0
3.0,1,165,3.0,1,1500,1,1,0,0,0,0,0,0,1,1,0,0
4.0,5,252,2.0,10,4200,1,0,0,0,0,1,0,1,0,0,1,0
0.0,2,242,3.0,6,4700,0,0,1,0,0,0,0,0,1,0,0,1
0.0,3,133,2.0,10,4200,0,0,0,0,0,1,0,0,1,1,0,0
0.0,1,184,2.0,31,3200,1,0,0,0,1,0,1,0,0,1,0,0
0.0,3,202,3.0,35,4000,1,0,1,0,0,0,0,0,1,0,0,1
0.0,5,156,2.0,8,5900,0,0,0,0,0,1,0,0,1,0,0,1
0.0,1,242,3.0,10,3700,1,0,1,0,0,0,0,0,1,0,0,1
5.0,2,225,3.0,29,2500,1,0,0,0,1,0,0,1,0,0,0,1
4.0,5,270,2.0,10,2900,1,0,0,1,0,0,0,0,1,1,0,0
4.0,5,180,3.0,10,5100,0,0,0,0,1,0,0,1,0,0,0,1
4.0,3,253,5.0,10,1400,1,0,0,0,0,1,0,0,1,1,0,0
3.0,3,161,3.0,24,2000,1,0,0,0,0,1,1,0,0,1,0,0
3.0,4,175,2.0,10,3000,1,0,0,1,0,0,0,0,1,0,0,1
3.0,2,170,2.0,2,4300,1,0,1,0,0,0,0,1,0,1,0,0
0.0,4,226,6.0,10,1400,0,0,1,0,0,0,0,0,1,1,0,0
0.0,3,262,4.0,1,1400,1,0,0,1,0,0,0,0,1,1,0,0
5.0,5,134,2.0,10,1800,1,1,0,0,0,0,0,0,1,0,0,1
2.0,1,154,3.0,4,5100,0,0,0,0,1,0,0,1,0,0,0,1
0.0,2,233,7.0,5,5400,0,1,0,0,0,0,0,1,0,0,0,1
2.0,5,181,5.0,5,1100,0,0,0,1,0,0,0,0,1,0,0,1
0.0,2,228,3.0,4,4300,0,1,0,0,0,0,0,0,1,0,0,1
6.0,1,215,4.0,1,4600,1,0,0,1,0,0,1,0,0,1,0,0
3.0,4,148,5.0,10,1600,1,0,0,0,0,1,0,0,1,0,0,1
4.0,2,161,3.0,8,4400,0,0,0,0,0,1,0,0,1,1,0,0
3.0,5,173,2.0,14,1700,1,0,0,0,0,1,1,0,0,1,0,0
4.0,3,223,3.0,9,5900,0,0,0,0,1,0,0,0,1,0,0,1
3.0,2,225,3.0,10,5600,0,0,0,1,0,0,0,0,1,1,0,0
3.0,2,166,2.0,6,4800,0,0,1,0,0,0,0,0,1,0,0,1
3.0,3,200,3.0,4,3800,1,0,0,1,0,0,0,0,1,1,0,0
0.0,5,255,4.0,10,2100,1,0,0,1,0,0,1,0,0,1,0,0
6.0,1,246,4.0,10,1600,1,0,0,1,0,0,0,1,0,0,0,1
4.0,2,184,3.0,10,6000,0,0,0,0,0,1,0,0,1,0,0,1
4.0,5,246,6.0,64,2300,1,0,0,0,0,1,0,0,1,1,0,0
5.0,1,258,3.0,10,3800,1,0,0,0,0,1,0,0,1,0,0,1
0.0,4,263,2.0,8,5000,0,0,0,0,1,0,0,0,1,0,1,0
0.0,5,289,4.0,10,1400,0,1,0,0,0,0,1,0,0,1,0,0
4.0,5,247,5.0,9,1500,0,1,0,0,0,0,0,0,1,1,0,0
4.0,4,209,3.0,52,2800,1,0,0,0,1,0,0,1,0,0,0,1
3.0,5,170,3.0,10,5100,0,0,0,0,0,1,0,1,0,1,0,0
3.0,4,172,10.0,10,4900,0,0,1,0,0,0,0,1,0,0,1,0
0.0,3,191,3.0,45,3800,1,0,0,0,1,0,0,0,1,0,1,0
3.0,3,148,5.0,61,1500,1,0,1,0,0,0,0,0,1,0,0,1
0.0,4,177,2.0,10,5700,1,0,0,0,1,0,0,0,1,1,0,0
5.0,3,208,3.0,10,3900,1,0,0,0,0,1,0,0,1,0,0,1
5.0,3,277,3.0,1,3000,1,0,0,0,0,1,0,1,0,0,0,1
0.0,1,275,3.0,7,5400,1,0,1,0,0,0,0,0,1,0,0,1
4.0,2,137,2.0,2,5900,1,1,0,0,0,0,0,0,1,0,0,1
2.0,5,190,8.0,10,3000,1,0,0,1,0,0,0,0,1,0,0,1
4.0,4,282,6.0,52,3100,1,0,0,0,0,1,0,0,1,0,0,1
3.0,3,199,3.0,10,4100,1,0,0,0,1,0,1,0,0,0,0,1
3.0,2,163,3.0,10,4400,0,0,0,1,0,0,0,0,1,0,0,1
5.0,3,243,3.0,10,4600,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,266,10.0,9,4800,1,0,0,1,0,0,0,0,1,0,1,0
3.0,4,190,7.0,51,2400,1,0,0,0,1,0,0,0,1,0,0,1
0.0,1,206,3.0,28,3000,1,0,0,0,0,1,0,0,1,0,0,1
4.0,3,254,5.0,10,1300,0,0,0,0,0,1,0,0,1,1,0,0
0.0,1,217,3.0,10,2700,1,0,0,0,0,1,0,0,1,0,0,1
3.0,4,140,2.0,48,1200,1,0,0,0,1,0,0,0,1,0,0,1
3.0,1,220,1.0,6,5400,0,0,0,1,0,0,0,0,1,0,0,1
4.0,5,154,3.0,9,5300,0,1,0,0,0,0,1,0,0,0,0,1
4.0,5,145,3.0,2,4700,1,1,0,0,0,0,0,0,1,1,0,0
4.0,1,252,3.0,10,2700,1,0,0,0,1,0,0,0,1,0,0,1
4.0,2,223,3.0,10,4300,0,0,0,0,0,1,0,0,1,0,1,0
3.0,2,219,1.0,6,4400,1,0,0,0,0,1,1,0,0,1,0,0
4.0,2,136,3.0,65,2000,1,0,0,0,1,0,1,0,0,1,0,0
3.0,3,218,2.0,10,2100,1,0,0,0,1,0,0,1,0,0,0,1
5.0,2,246,5.0,10,1100,1,1,0,0,0,0,0,0,1,1,0,0
5.0,1,217,2.0,9,4400,0,0,0,0,0,1,0,1,0,1,0,0
4.0,3,198,7.0,10,5400,0,0,1,0,0,0,0,0,1,0,0,1
4.0,5,187,2.0,10,4400,1,0,0,0,0,1,1,0,0,1,0,0
3.0,3,157,4.0,2,5800,1,0,0,1,0,0,0,0,1,1,0,0
3.0,4,148,4.0,10,4300,0,0,0,0,0,1,0,0,1,0,1,0
6.0,5,298,4.0,5,1900,0,1,0,0,0,0,0,0,1,0,0,1
4.0,2,197,2.0,1,5000,0,0,0,0,0,1,0,0,1,1,0,0
5.0,4,197,4.0,40,3400,1,0,0,0,0,1,1,0,0,1,0,0
3.0,3,162,3.0,10,2000,1,0,0,0,0,1,0,0,1,0,0,1
2.0,4,274,3.0,10,4200,1,0,0,0,0,1,1,0,0,0,1,0
2.0,1,163,3.0,10,1200,1,0,0,0,0,1,0,0,1,0,0,1
5.0,1,198,2.0,10,3100,1,0,0,0,0,1,1,0,0,0,0,1
7.0,4,270,4.0,5,1800,0,0,0,0,0,1,0,0,1,0,0,1
0.0,2,142,10.0,10,4300,1,0,0,1,0,0,0,0,1,0,1,0
4.0,3,169,6.0,10,6000,1,1,0,0,0,0,1,0,0,0,0,1
0.0,5,182,3.0,9,5400,0,0,0,0,1,0,0,0,1,1,0,0
7.0,3,295,3.0,10,1300,0,0,0,0,1,0,1,0,0,1,0,0
0.0,5,234,2.0,1,4500,1,0,0,0,0,1,0,1,0,0,0,1
3.0,2,255,2.0,18,3800,1,1,0,0,0,0,0,0,1,1,0,0
0.0,3,176,3.0,14,1800,1,1,0,0,0,0,1,0,0,0,0,1
4.0,4,164,2.0,10,2000,1,0,0,0,1,0,0,1,0,1,0,0
0.0,2,245,3.0,61,2200,1,0,0,0,1,0,0,1,0,1,0,0
3.0,1,171,2.0,34,2000,1,1,0,0,0,0,0,0,1,1,0,0
3.0,5,175,3.0,40,1500,1,0,0,1,0,0,0,0,1,1,0,0
4.0,2,238,2.0,9,5000,0,1,0,0,0,0,1,0,0,0,0,1
5.0,2,269,5.0,10,1200,1,1,0,0,0,0,0,0,1,0,0,1
3.0,5,143,2.0,10,4300,0,1,0,0,0,0,0,0,1,1,0,0
4.0,5,189,3.0,6,5500,1,0,1,0,0,0,0,0,1,0,0,1
0.0,2,158,3.0,10,4900,0,0,0,1,0,0,0,0,1,0,0,1
0.0,3,248,5.0,10,1100,0,0,1,0,0,0,1,0,0,1,0,0
5.0,1,186,10.0,64,2600,1,0,0,0,0,1,0,0,1,1,0,0
4.0,5,237,5.0,10,1400,1,0,0,0,0,1,0,0,1,1,0,0
3.0,4,134,3.0,9,4300,1,0,0,0,1,0,0,1,0,0,0,1
4.0,2,265,4.0,10,4300,1,0,0,0,0,1,0,0,1,0,0,1
5.0,3,274,1.0,10,1300,0,0,0,0,1,0,1,0,0,0,0,1
3.0,1,182,2.0,10,5600,1,0,0,0,0,1,0,0,1,1,0,0
5.0,2,121,5.0,10,4800,0,0,0,1,0,0,0,0,1,0,0,1
5.0,3,143,3.0,6,4800,1,0,0,1,0,0,0,0,1,1,0,0
4.0,2,190,5.0,38,3100,1,0,1,0,0,0,0,0,1,0,1,0
5.0,1,274,3.0,10,2100,1,1,0,0,0,0,1,0,0,0,0,1
3.0,5,265,10.0,6,4400,0,1,0,0,0,0,1,0,0,1,0,0
5.0,5,259,3.0,10,4400,0,0,0,1,0,0,0,1,0,0,0,1
3.0,3,112,4.0,10,5800,1,0,0,0,0,1,0,0,1,1,0,0
0.0,4,207,10.0,1,4700,0,0,1,0,0,0,0,0,1,1,0,0
3.0,5,125,2.0,2,4200,1,0,0,0,0,1,1,0,0,1,0,0
2.0,3,128,2.0,10,1600,1,0,0,0,1,0,0,1,0,0,0,1
2.0,1,178,3.0,6,1200,1,0,0,0,0,1,0,1,0,1,0,0
6.0,1,232,5.0,10,4400,0,1,0,0,0,0,0,0,1,0,1,0
4.0,1,102,3.0,10,4200,0,0,0,0,0,1,1,0,0,0,0,1
3.0,5,268,4.0,10,2900,1,0,0,0,1,0,0,1,0,0,1,0
0.0,1,193,6.0,4,6000,0,0,0,0,0,1,0,0,1,0,0,1
5.0,1,132,4.0,10,5500,0,1,0,0,0,0,0,0,1,0,0,1
3.0,2,226,3.0,11,3800,1,0,0,0,1,0,0,0,1,1,0,0
3.0,2,209,2.0,10,5800,0,0,0,0,0,1,0,0,1,1,0,0
5.0,4,97,3.0,10,4600,0,0,0,0,0,1,1,0,0,0,0,1
5.0,4,231,5.0,10,1300,0,1,0,0,0,0,0,0,1,1,0,0
4.0,5,156,3.0,10,1900,1,0,0,0,0,1,0,0,1,1,0,0
0.0,2,184,4.0,10,4200,1,1,0,0,0,0,1,0,0,1,0,0
4.0,2,204,3.0,10,3900,1,0,1,0,0,0,0,0,1,0,0,1
3.0,4,200,3.0,7,5400,0,0,0,0,0,1,0,1,0,1,0,0
3.0,3,249,3.0,55,3400,1,0,0,0,0,1,0,0,1,1,0,0
