Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
5.0,2,130,4.0,1,1877,0,0,0,0,0,1,1,0,0,0,0,1
3.0,5,286,6.0,8,4777,0,0,0,0,1,0,0,0,1,1,0,0
4.1501317469461885,3,269,2.0,5,4158,0,0,0,0,1,0,0,0,1,0,0,1
3.0,4,254,3.0,6,5716,0,1,0,0,0,0,0,0,1,0,0,1
3.9906742699283977,4,259,2.0,18,2132,1,0,0,1,0,0,0,0,1,0,0,1
4.0,5,160,3.0,18,5913,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,236,3.4945174595496593,18,3679,1,0,0,0,1,0,0,1,0,0,1,0
3.0,3,250,5.0,18,5913,1,0,0,1,0,0,0,0,1,0,0,1
2.0,4,226,3.0,18,4098,1,0,0,0,0,1,0,0,1,0,1,0
3.0,2,197,4.0,1,5210,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,223,3.4945174595496593,18,1232,1,0,1,0,0,0,0,0,1,0,0,1
3.0,4,242,10.0,5,4127,0,1,0,0,0,0,0,0,1,1,0,0
4.1501317469461885,4,189,3.0,5,5464,0,0,0,0,0,1,0,0,1,1,0,0
3.0,3,183,3.0,5,5913,0,0,0,0,0,1,0,0,1,0,1,0
3.0,1,185,3.6913377617212664,5,4316,0,0,0,1,0,0,1,0,0,0,0,1
4.1501317469461885,5,169,4.0,5,4213,0,0,0,0,1,0,0,0,1,0,1,0
3.0,2,208,4.0,52,2900,1,0,0,1,0,0,0,0,1,0,0,1
4.1501317469461885,5,148,8.0,5,5700,0,1,0,0,0,0,0,1,0,0,0,1
4.0,1,161,2.0,41,1992,1,0,0,0,1,0,0,0,1,1,0,0
4.0,2,236,3.0,4,5913,0,0,0,0,0,1,0,0,1,0,1,0
4.0,1,158,3.0,32,1061,1,0,1,0,0,0,0,1,0,0,1,0
3.0,5,243,3.0,4,3189,1,0,1,0,0,0,0,0,1,0,0,1
4.0,3,262,4.0,2,4783,1,0,0,1,0,0,1,0,0,1,0,0
3.0,2,201,4.0,10,5565,0,0,0,0,1,0,0,0,1,0,0,1
4.0,1,207,2.0,18,3242,1,0,0,0,0,1,0,1,0,0,1,0
2.0,1,222,2.0,58,3626,1,0,0,0,0,1,0,0,1,0,0,1
2.0,5,148,3.0,11,1502,1,0,0,0,0,1,0,0,1,1,0,0
4.1501317469461885,2,268,3.0,1,4927,0,0,0,1,0,0,0,1,0,0,0,1
4.0,4,229,2.0,45,3776,1,0,1,0,0,0,1,0,0,0,0,1
4.0,2,199,3.0,23,2994,1,0,1,0,0,0,1,0,0,0,1,0
4.0,4,164,4.0,1,4365,1,0,0,0,0,1,0,1,0,0,0,1
5.0,5,226,3.0,50,2348,1,0,0,0,0,1,0,0,1,0,1,0
4.1501317469461885,2,156,3.0,1,5361,0,0,0,1,0,0,0,0,1,0,1,0
5.0,5,254,5.0,2,4426,0,0,0,1,0,0,0,0,1,0,1,0
3.0,2,145,2.0,5,4409,0,0,0,0,0,1,0,1,0,0,1,0
4.0,5,150,3.6913377617212664,5,4512,0,1,0,0,0,0,0,0,1,0,1,0
5.0,5,132,3.4945174595496593,18,4339,1,0,0,0,0,1,0,0,1,0,1,0
5.0,1,137,3.6913377617212664,5,4584,0,0,0,0,0,1,1,0,0,0,1,0
3.0,2,199,3.0,18,5768,1,0,0,0,0,1,0,0,1,0,0,1
2.0,2,148,3.0,35,1349,1,0,1,0,0,0,0,1,0,1,0,0
7.0,1,276,4.0,8,1560,1,0,0,0,0,1,0,1,0,0,1,0
3.9906742699283977,1,146,3.0,18,1714,1,0,0,0,0,1,0,0,1,0,0,1
3.0,1,139,3.0,4,4666,0,1,0,0,0,0,0,1,0,0,1,0
6.0,2,286,4.0,18,5913,1,0,0,1,0,0,0,1,0,0,1,0
4.0,3,254,4.0,5,4492,0,0,0,0,0,1,0,0,1,0,1,0
4.0,1,256,4.0,5,5324,0,1,0,0,0,0,0,0,1,0,0,1
3.9906742699283977,1,138,2.0,28,1528,1,0,1,0,0,0,0,0,1,0,1,0
3.0,5,262,2.0,18,3275,1,0,1,0,0,0,0,0,1,0,0,1
3.0,3,148,2.0,18,1950,1,0,1,0,0,0,0,0,1,0,1,0
6.0,5,290,3.4945174595496593,18,1867,1,1,0,0,0,0,0,0,1,0,0,1
4.0,3,200,3.6913377617212664,5,5108,0,0,0,0,0,1,0,0,1,0,0,1
4.0,3,258,3.6913377617212664,5,5913,0,0,0,0,1,0,0,0,1,0,1,0
4.0,3,170,2.0,3,4587,1,0,0,0,1,0,0,0,1,0,1,0
3.0,3,152,2.0,32,1665,1,0,0,0,0,1,0,0,1,0,1,0
4.0,5,227,5.0,18,1804,1,0,1,0,0,0,0,0,1,0,1,0
3.9906742699283977,3,174,3.0,18,1502,1,0,0,0,1,0,0,0,1,0,1,0
3.0,3,239,6.0,7,4501,1,0,0,0,1,0,0,0,1,0,1,0
3.0,5,197,3.0,2,4018,1,0,0,0,1,0,0,0,1,0,0,1
6.0,5,301,4.0,18,1707,1,0,1,0,0,0,0,0,1,0,1,0
3.0,3,240,3.0,4,5056,1,0,0,0,0,1,0,0,1,0,1,0
5.0,4,258,3.6913377617212664,8,4200,0,0,1,0,0,0,0,0,1,0,1,0
2.0,5,157,6.0,17,1764,1,0,1,0,0,0,1,0,0,1,0,0
3.0,5,222,4.0,9,4247,0,1,0,0,0,0,0,0,1,0,0,1
2.0,2,237,5.0,6,4622,1,0,0,0,1,0,0,0,1,0,1,0
3.0,1,165,3.0,1,1417,1,1,0,0,0,0,0,0,1,0,1,0
4.0,5,252,2.0,18,4147,1,0,0,0,0,1,0,1,0,1,0,0
4.1501317469461885,2,242,3.6913377617212664,6,4694,0,0,1,0,0,0,0,0,1,0,0,1
4.1501317469461885,3,133,2.0,5,4195,0,0,0,0,0,1,0,0,1,0,1,0
3.9906742699283977,1,184,2.0,31,3191,1,0,0,0,1,0,1,0,0,0,1,0
3.9906742699283977,3,202,3.0,35,3986,1,0,1,0,0,0,0,0,1,0,0,1
4.1501317469461885,5,156,2.0,8,5848,0,0,0,0,0,1,0,0,1,0,0,1
3.9906742699283977,1,242,3.0,18,3606,1,0,1,0,0,0,0,0,1,0,0,1
5.0,2,225,3.4945174595496593,29,2411,1,0,0,0,1,0,0,1,0,0,0,1
4.0,5,270,2.0,18,2821,1,0,0,1,0,0,0,0,1,0,1,0
4.0,5,180,3.0,5,5088,0,0,0,0,1,0,0,1,0,0,0,1
4.0,3,253,5.0,18,1366,1,0,0,0,0,1,0,0,1,0,1,0
3.0,3,161,3.0,24,1920,1,0,0,0,0,1,1,0,0,0,1,0
3.0,4,175,2.0,18,5913,1,0,0,1,0,0,0,0,1,0,0,1
3.0,2,170,2.0,2,4214,1,0,1,0,0,0,0,1,0,0,1,0
4.1501317469461885,4,226,6.0,5,1327,0,0,1,0,0,0,0,0,1,0,1,0
3.9906742699283977,3,262,4.0,1,1384,1,0,0,1,0,0,0,0,1,0,1,0
5.0,5,134,2.0,18,1785,1,1,0,0,0,0,0,0,1,0,0,1
2.0,1,154,3.0,4,5100,0,0,0,0,1,0,0,1,0,0,0,1
4.1501317469461885,2,233,7.0,5,5361,0,1,0,0,0,0,0,1,0,0,0,1
2.0,5,181,5.0,5,1043,0,0,0,1,0,0,0,0,1,0,0,1
4.1501317469461885,2,228,3.0,4,4208,0,1,0,0,0,0,0,0,1,0,0,1
6.0,1,215,4.0,1,4581,1,0,0,1,0,0,1,0,0,0,1,0
3.0,4,148,5.0,18,1540,1,0,0,0,0,1,0,0,1,0,0,1
4.0,2,161,3.0,8,4382,0,0,0,0,0,1,0,0,1,0,1,0
3.0,5,173,2.0,14,1638,1,0,0,0,0,1,1,0,0,0,1,0
4.0,3,223,3.0,9,5897,0,0,0,0,1,0,0,0,1,0,0,1
3.0,2,225,3.0,5,5529,0,0,0,1,0,0,0,0,1,0,1,0
3.0,2,166,2.0,6,4765,0,0,1,0,0,0,0,0,1,0,0,1
3.0,3,200,3.0,4,3791,1,0,0,1,0,0,0,0,1,0,1,0
3.9906742699283977,5,255,4.0,18,2093,1,0,0,1,0,0,1,0,0,0,1,0
6.0,1,246,4.0,18,1504,1,0,0,1,0,0,0,1,0,0,0,1
4.0,2,184,3.6913377617212664,10,5959,0,0,0,0,0,1,0,0,1,0,0,1
4.0,5,246,6.0,64,2271,1,0,0,0,0,1,0,0,1,0,1,0
5.0,1,258,3.4945174595496593,18,3713,1,0,0,0,0,1,0,0,1,0,0,1
4.1501317469461885,4,263,2.0,8,4914,0,0,0,0,1,0,0,0,1,1,0,0
4.1501317469461885,5,289,4.0,5,1385,0,1,0,0,0,0,1,0,0,0,1,0
4.0,5,247,5.0,9,1499,0,1,0,0,0,0,0,0,1,0,1,0
4.0,4,209,3.0,52,2740,1,0,0,0,1,0,0,1,0,0,0,1
3.0,5,170,3.0,5,5064,0,0,0,0,0,1,0,1,0,0,1,0
3.0,4,172,10.0,5,4883,0,0,1,0,0,0,0,1,0,1,0,0
3.9906742699283977,3,191,3.0,45,3714,1,0,0,0,1,0,0,0,1,1,0,0
3.0,3,148,5.0,61,1452,1,0,1,0,0,0,0,0,1,0,0,1
3.9906742699283977,4,177,2.0,18,5618,1,0,0,0,1,0,0,0,1,0,1,0
5.0,3,208,3.0,18,3884,1,0,0,0,0,1,0,0,1,0,0,1
5.0,3,277,3.0,1,5913,1,0,0,0,0,1,0,1,0,0,0,1
3.9906742699283977,1,275,3.0,7,5382,1,0,1,0,0,0,0,0,1,0,0,1
4.0,2,137,2.0,2,5804,1,1,0,0,0,0,0,0,1,0,0,1
2.0,5,190,8.0,18,2976,1,0,0,1,0,0,0,0,1,0,0,1
4.0,4,282,6.0,52,3009,1,0,0,0,0,1,0,0,1,0,0,1
3.0,3,199,3.0,18,4006,1,0,0,0,1,0,1,0,0,0,0,1
3.0,2,163,3.0,5,4323,0,0,0,1,0,0,0,0,1,0,0,1
5.0,3,243,3.0,18,4524,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,266,10.0,9,4784,1,0,0,1,0,0,0,0,1,1,0,0
3.0,4,190,7.0,51,2391,1,0,0,0,1,0,0,0,1,0,0,1
3.9906742699283977,1,206,3.0,28,5913,1,0,0,0,0,1,0,0,1,0,0,1
4.0,3,254,5.0,5,1248,0,0,0,0,0,1,0,0,1,0,1,0
3.9906742699283977,1,217,3.0,18,2692,1,0,0,0,0,1,0,0,1,0,0,1
3.0,4,140,2.0,48,1102,1,0,0,0,1,0,0,0,1,0,0,1
3.0,1,220,3.6913377617212664,6,5319,0,0,0,1,0,0,0,0,1,0,0,1
4.0,5,154,3.0,9,5208,0,1,0,0,0,0,1,0,0,0,0,1
4.0,5,145,3.4945174595496593,2,4686,1,1,0,0,0,0,0,0,1,0,1,0
4.0,1,252,3.0,18,2669,1,0,0,0,1,0,0,0,1,0,0,1
4.0,2,223,3.0,5,4282,0,0,0,0,0,1,0,0,1,1,0,0
3.0,2,219,3.4945174595496593,6,4314,1,0,0,0,0,1,1,0,0,0,1,0
4.0,2,136,3.0,65,1962,1,0,0,0,1,0,1,0,0,0,1,0
3.0,3,218,2.0,18,2069,1,0,0,0,1,0,0,1,0,0,0,1
5.0,2,246,5.0,18,1072,1,1,0,0,0,0,0,0,1,0,1,0
5.0,1,217,2.0,9,4345,0,0,0,0,0,1,0,1,0,0,1,0
4.0,3,198,7.0,5,5315,0,0,1,0,0,0,0,0,1,0,0,1
4.0,5,187,2.0,18,4316,1,0,0,0,0,1,1,0,0,0,1,0
3.0,3,157,4.0,2,5715,1,0,0,1,0,0,0,0,1,0,1,0
3.0,4,148,4.0,5,4249,0,0,0,0,0,1,0,0,1,1,0,0
6.0,5,298,4.0,5,1804,0,1,0,0,0,0,0,0,1,0,0,1
4.0,2,197,2.0,1,4977,0,0,0,0,0,1,0,0,1,0,1,0
5.0,4,197,4.0,40,3303,1,0,0,0,0,1,1,0,0,0,1,0
3.0,3,162,3.0,18,1901,1,0,0,0,0,1,0,0,1,0,0,1
2.0,4,274,3.4945174595496593,18,4167,1,0,0,0,0,1,1,0,0,1,0,0
2.0,1,163,3.4945174595496593,18,1119,1,0,0,0,0,1,0,0,1,0,0,1
5.0,1,198,2.0,18,3025,1,0,0,0,0,1,1,0,0,0,0,1
7.0,4,270,4.0,5,1735,0,0,0,0,0,1,0,0,1,0,0,1
3.9906742699283977,2,142,10.0,18,4280,1,0,0,1,0,0,0,0,1,1,0,0
4.0,3,169,6.0,18,5957,1,1,0,0,0,0,1,0,0,0,0,1
4.1501317469461885,5,182,3.6913377617212664,9,5388,0,0,0,0,1,0,0,0,1,0,1,0
7.0,3,295,3.6913377617212664,5,1235,0,0,0,0,1,0,1,0,0,0,1,0
3.9906742699283977,5,234,2.0,1,4455,1,0,0,0,0,1,0,1,0,0,0,1
3.0,2,255,2.0,18,3732,1,1,0,0,0,0,0,0,1,0,1,0
3.9906742699283977,3,176,3.0,14,1705,1,1,0,0,0,0,1,0,0,0,0,1
4.0,4,164,2.0,18,1949,1,0,0,0,1,0,0,1,0,0,1,0
3.9906742699283977,2,245,3.0,61,2188,1,0,0,0,1,0,0,1,0,0,1,0
3.0,1,171,2.0,34,1999,1,1,0,0,0,0,0,0,1,0,1,0
3.0,5,175,3.4945174595496593,40,1460,1,0,0,1,0,0,0,0,1,0,1,0
4.0,2,238,2.0,9,4937,0,1,0,0,0,0,1,0,0,0,0,1
5.0,2,269,5.0,10,1113,1,1,0,0,0,0,0,0,1,0,0,1
3.0,5,143,2.0,5,4253,0,1,0,0,0,0,0,0,1,0,1,0
4.0,5,189,3.4945174595496593,6,5439,1,0,1,0,0,0,0,0,1,0,0,1
4.1501317469461885,2,158,3.6913377617212664,5,4881,0,0,0,1,0,0,0,0,1,0,0,1
4.1501317469461885,3,248,5.0,5,1093,0,0,1,0,0,0,1,0,0,0,1,0
5.0,1,186,10.0,64,2529,1,0,0,0,0,1,0,0,1,0,1,0
4.0,5,237,5.0,18,1357,1,0,0,0,0,1,0,0,1,0,1,0
3.0,4,134,3.0,9,4230,1,0,0,0,1,0,0,1,0,0,0,1
4.0,2,265,4.0,18,4283,1,0,0,0,0,1,0,0,1,0,0,1
5.0,3,274,3.6913377617212664,5,1293,0,0,0,0,1,0,1,0,0,0,0,1
3.0,1,182,2.0,18,5510,1,0,0,0,0,1,0,0,1,0,1,0
5.0,2,121,5.0,10,4790,0,0,0,1,0,0,0,0,1,0,0,1
5.0,3,143,3.0,6,4761,1,0,0,1,0,0,0,0,1,0,1,0
4.0,2,190,5.0,38,3022,1,0,1,0,0,0,0,0,1,1,0,0
5.0,1,274,3.4945174595496593,18,2098,1,1,0,0,0,0,1,0,0,0,0,1
3.0,5,265,10.0,6,4380,0,1,0,0,0,0,1,0,0,0,1,0
5.0,5,259,3.0,5,4315,0,0,0,1,0,0,0,1,0,0,0,1
3.0,3,112,4.0,18,5716,1,0,0,0,0,1,0,0,1,0,1,0
4.1501317469461885,4,207,10.0,1,4602,0,0,1,0,0,0,0,0,1,0,1,0
3.0,5,125,2.0,2,4182,1,0,0,0,0,1,1,0,0,0,1,0
2.0,3,128,2.0,18,1530,1,0,0,0,1,0,0,1,0,0,0,1
2.0,1,178,3.0,6,1184,1,0,0,0,0,1,0,1,0,0,1,0
